,text,username
601,"MASALAH UTAMA JAKARTA ITU BUKAN POHON, TAPI MACET DAN BANJIR. Apa yang sudah dan sedang dilakukan @aniesbaswedan dan TGUPPnya, untuk PERCEPATAN PENANGGULANGAN 2 masalah itu? Kalau hanya ngabisin APBD. Itu org2 yg sama waktu anies jd mentri.",#PRO.Reformasi
602,"Sy datang!jakarta!
@Gabryela_JKT48 @A_ChristyJKT48 @F_FeniJKT48 @A_FionyJKT48 @N_LalaJKT48 @N_AraJKT48 @C_ArielJKT48 @C_JessiJKT48 @S_NandaJKT48 

Hujan!
Banjir sedikit! pic.twitter.com/sTPAkgAO9S",Yukkyi☃
603,"Hsil kerjanya tdk puas pertama jakarta makin terpuruk gue orng jakarta asli pertama klu hujan banjir kdua tnh abang bgmn jmnnya ahok rapih skrng jmn anis semrawut revitalisasi monas berantakan, kjp dan kjs tdk dpet,orang lansia daerah kemayoran tdk dpet jamannya ahok dapet",Adrianus Aryanto
604,Umr naek perusahaan skrng byk cabut dari jakarta krn umr naeknya parah dan akses bnyk banjir kalau hujan seharian halow ngaca donkk,Adrianus Aryanto
605,Apakah Jakarta akan banjir lagi hari ini?,Call Me Daddo
606,"Alamak! Rasakan Banjir Salju dan Main Ski Ala Shirakawa Go di Sini: Sebagai pusat perekonomian negara, Jakarta masih menjadi magnet bagi orang-orang yang ingin mengejar karir dan bisnis. http://dlvr.it/RNYK7S pic.twitter.com/6Lo14OJUbl",KABAR HARI INI
607,"#4niesSangManipulator
#4nieslayakdimakzulkan 
Bicaranya halus bak tepung tapi yg mengandung racun, ditambah lagi pake bungkus agama, lengkap sudah kebodohan sebagian warga jakarta yg menderita akibat banjir tapi otaknya dipaksa utk menerima, ini bodoh & dzolim",Van De Rachman
608,Menghitung Volume Banjir Jakarta 2020 http://dlvr.it/RNY6wm pic.twitter.com/LgFBlbSAL4,INTP galau
609,"Pedagang Muara Angke Jakarta Utara, Keluhkan Banjir Rob Berdampak Pada Sepinya Wisatawan http://bekasitoday.com/2020/01/pedagang-muara-angke-jakarta-utara-keluhkan-banjir-rob-berdampak-pada-sepinya-wisatawan/ …",Bang udin
610,"Gila ya Januari 2020 tuh kenapa sih???
 
Ini Januari aja belom selesai loh, dari mulai bushfire di Aussie, banjir Jakarta, gunung api meletus di Filipina sama Jepang, terus ini yg terbaru wabah virus corona.

Semoga kita semua dilindungi ",Win
611,"Kali Jantung Meluap, Ratusan Rumah di Depok Terendam Banjir: Hujan Deras, Sejumlah Wilayah Jakarta Tergenang Air Masuk Jakarta",twelve
612,Sapatau jakarta ada rencana banjir lagi mba. Jaga-jaga aja,Phelv.
613,"menurut kamu apa solusi banjir di jakarta? — Gak bisa dipungkiri, di jakarta serba serbi gedung tinggi dimana2 pepohonan udah semakin sedikit, dan itu semua tergantung manusianya yg menggunakan plastik dimana2 dan membuangnya bukan pada tempatnya, jadi … https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM32DTVKQTXXOOLAN6DHW2V7V2ZFW4GOAMNAPIUABNK2YPKFYJIRWDWVCWQF6LY3NZMTMLBHRBUMLBBXCJCVOSKLXRDCMAKPXNV2UOVVKJSC5MUAA63DFXPNU4CC3AKS3E7HZFN4EUZ7PV3YDIRSWPO662AVPG7U7V6RLLTYH42M4LSOK6754IFVCDF47FQAGINKIAUPJRSBI5ANA= …",Anggia🌈
614,Alumni KNPI DKI Jakarta Gelar Diskusi Publik Terkait Banjir dan Manajemen Bencana https://86news.co/2020/01/19/alumni-knpi-dki-jakarta-gelar-diskusi-publik-terkait-banjir-dan-manajemen-bencana/ … lewat @Telusur Kabar Patroli,Kahmi Jakarta Utara
615,"Paparan fakta lapangan terhadap banjir di DKI Jakarta, ternyata...
#4niesSangManipulatorhttps://twitter.com/Bangzul__88/status/1219924759950970880 …",♐️Ma5Red
616,"Tahun Baru Imlek sudah semakin dekat, harga ikan bandeng di kawasan Rawa Belong, Kebon Jeruk Jakarta Barat yang biasa dijual, cenderung lebih mahal dibanding hari biasa ditambah lagi efek banjir pada awal tahun 2020. #KAMUHARUSTAUhttps://www.indozone.id/news/zospvM/menjelang-imlek-harga-bandeng-rawa-belong-naik?utm_source=wpberitaterk&utm_medium=wp_beritatrkn&utm_campaign=hithome …",INDOZONE
617,"Hati dn jln pikiran Anda busuk dn jahat pd pa Anis...padahal Anda tinggal dibandung...kenapa Anda TDK kritik gubernur Bandung yg banjirnya lebih parah dari Jakarta
...kenapa Anda TDK mengkritik yg pernah bilang kalau jadi presiden akn mudah utk menangani banjir...",mayadi
618,eits ga inget dulu padahal uda tau jakarta kota banjir. eh masih aja reklamasi lepas pantai. ups,Noer Arif
619,"kagak nyinyiri banjir lg ???

bandung, bogor, banten dll banjir yg disalahkan jakarta 
mang waktu pembagian otak lg dimama? ",Pesinden boneka
620,Bebas Banjir! Asya Jadi Pilihan Wajib Pencari Hunian di Jakarta http://penamini.my.id/bebas-banjir-asya-jadi-pilihan-wajib-pencari-hunian-di-jakarta.html …pic.twitter.com/ffQd8af5qp,IdPena Mini
621,Kawal Pemerintah dalam mengatasi masalah banjir Jakarta pic.twitter.com/5Ozg629D9d,BramMaulana
622,"Itukan bukan Jakarta. Jakarta ngga butuh pohon untuk perindang, sumber oksigen & penahan air karena jembatan penyeberangan saja ngga perlu atap. Air hujan tinggal dimasukkan ke tanah memakai biopori. Kalau terjadi banjir itu karena airnya ngga sabar antri masuk ke bumi",robertus emmanuel
623,Ckckck. Gak heran jakarta banjir pak. Kita semena2 sama alam. Eh ga kita. Bapak doang https://twitter.com/kompascom/status/1219979779614613504 …,Johana Alva
624,Bebas Banjir! Asya Jadi Pilihan Wajib Pencari Hunian di Jakarta http://dlvr.it/RNXXs0 pic.twitter.com/oC247jmKRd,Decha A Pratiwi
625,Rentetan Derita Korban Banjir Lebak yang Tertutup Isu Jakarta https://m.cnnindonesia.com/nasional/20200111192734-20-464504/rentetan-derita-korban-banjir-lebak-yang-tertutup-isu-jakarta …,bachri K30NK
626,"Di Pansus Banjir, Fraksi PSI DPRD DKI Siap Berantem Versus Gubernur  
#AniesHancurkanMonas
#anieslayakdimakzulkan
#aniesgabisakerja
@psi_id @dprddkijakarta @andrewenas @fpdip_jakarta @fpppdkihttps://www.ayonews.com/2020/01/22/di-pansus-banjir-fraksi-psi-dprd-dki-siap-berantem-versus-gubernur-pendukungnya/ …",Ayonews
627,"wkwkwkwk mojokerto kota purel, jakarta kota banjir hiyaaaa",KAWE
628,"Tiga Kabar Baik dari Jakarta https://www.kontenislam.com/2020/01/tiga-kabar-baik-dari-jakarta.html …

 *TIGA KABAR BAIK DARI JAKARTA*

Senin, 13 Januari 2020 

http://KONTENISLAM.COM  - *Alhamdulillah Jakarta pulih dari bencana banjir hanya dalam 4 hari. Selain... http://kontenislam.com/ ",Milio April
629,"@Dennysiregar7,bu risma sakit tuh, jenguk dong kasih semangat jgn sampai keterusan ntti gagal jd dki 1,klu gagal jd dki 1, ga jd dong ngatasin banjir di jakarta",Disya Z Cholid
630,"Banjir......
Ahhhh
Langitnya aja suruh pindahin...
Biar Jakarta tdk punya langit...
Hhhh",Diemskhan
631,"Banjir lagi? Enak banget sih Jakarta nih, dapat berkah melulu. Beruntungnya punya gubernur yg begituan.",Nam
632,"Ketika Risma dianggap mampu tangani banjir Jakarta, tak lama Surabaya kebanjiran 1 meter di jalan protokol. Ketika Risma mengatakan penduduk Jakarta pindah ke Surabaya krn polusi udara, Risma malah kena asma. Semoga  cepat sembuh ya Bu. pic.twitter.com/Sudt7Ocojp",simandjuntak
633,"Ternyata Jomplang, 72,89% Pilih ""Tidak Setuju"" Gubernur Anies digugat.

Ngoaha ha ha Jomplang ,  sebanyak 243 warga Jakarta, yg mengaku sbg korban banjir, menggugat Anies lewat PN Jakarta Pusat. 

Terhasut akun bangsat x makanya #BlokirAkunBangsathttps://www.wartaekonomi.co.id/read267449/anies-digugat-soal-banjir-suara-netizen-ternyata-jomplang-7289-pilih …",t°Jabar
634,Gimana Jakarta g banjir bila POHON AN NYA di tebang. Tanpa Pohon Monas jadi gersang bila Panas. Kecewa banget gw DKI Jakarta punya gubernur ky begono https://twitter.com/WahabisLokal/status/1219194429308686337 …,Atika Maria 😍😘
635,"Alhamdulillah, Sedekah Jumat 17 Januari 2020 amanat sahabat KQ telah disalurkan pada warga korban bencana banjir di Jakarta melalui *Markaz Hadits Baitul Yatim Bilal Bin Rabah, Nusa Loka BSD* 

Jazakumullaah Khairan Katsiraan 

#KalamQalbu
#KalamQalbuSedekah
#YukBerbagipic.twitter.com/YdsTt11kgz",Kalam Qalbu
636,Hujan deras di Jakarta dan sekitarnya pada Selasa (21/1) dini hari menyebabkan banjir di beberapa wilayah. https://kumparan.com/kumparannews/hujan-deras-dini-hari-sebabkan-banjir-di-buaran-dan-kosambi-1sgOjuka4Wn?utm_medium=post&utm_source=Twitter&utm_campaign=int …,kumparan
637,"Banyak yang halu, kalo emang hebat tolong bantu hilangkan banjir Jakarta.",Ndableg
638,"Melalui LAZISNU, @tv9peduli @TV9NUsantara Salurkan Bantuan untuk Warga Terdampak #BanjirJakarta
https://www.nu.or.id/post/read/115719/melalui-lazisnu--tv9-salurkan-bantuan-untuk-warga-terdampak-banjir … lewat @nu_online",Hakim Jayli
639,Proyek Revitalisasi Monas lebih penting dan mendesak dari pada Proyek mengatasi masalah banjir ( apapun istilahnya )  jakarta ??,Johan Dharma
640,"Jakarta gak banjir kok, cmn becek aja",awas jebakan BATMAN (manusia kampret)
641,"Cocok untuk alasan banjir berikutnya. @aniesbaswedan

Pemulung Raih Untung Saat Banjir Jakarta http://cnn.id/467165 ",Yulia N. Sinaga
642,Pemulung Raih Untung Saat Banjir Jakarta https://cnnindonesia.com/nasional/20200121035920-26-467165/pemulung-raih-untung-saat-banjir-jakarta?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …,CNN Indonesia
643,"Asyik akan ada pengumuman rutin setiap jakarta banjir, banjir ga perlu dicegah cukup diumumkan pic.twitter.com/ppEYba524v",BhinbhinAtungKaka
644,Jakarta dari tadi hujan terus! Semisal awet terus sampe nanti sore fix sih bakal banjir lagi,𝙿𝚊𝚢 𝙻𝚊𝚝𝚎𝚛𝚛
645,"Biarkan saja dia, gak usah ambil pusing
Lagi cari muka dia, hilang ditelan banjir jakarta.",Peramal_27
646,"Jakarta Banjir, Dahlan Iskan Soroti Cebong Hingga Kadal Gurun - http://WartaEkonomi.co.id http://dlvr.it/RNQ9h4 ",DAHLAN ISKAN Way
647,"wkwkwkwk mojokerto kota purel, jakarta kota banjir hiyaaaa",KAWE
648,"Tiga Kabar Baik dari Jakarta https://www.kontenislam.com/2020/01/tiga-kabar-baik-dari-jakarta.html …

 *TIGA KABAR BAIK DARI JAKARTA*

Senin, 13 Januari 2020 

http://KONTENISLAM.COM  - *Alhamdulillah Jakarta pulih dari bencana banjir hanya dalam 4 hari. Selain... http://kontenislam.com/ ",Milio April
649,"@Dennysiregar7,bu risma sakit tuh, jenguk dong kasih semangat jgn sampai keterusan ntti gagal jd dki 1,klu gagal jd dki 1, ga jd dong ngatasin banjir di jakarta",Disya Z Cholid
650,"Banjir......
Ahhhh
Langitnya aja suruh pindahin...
Biar Jakarta tdk punya langit...
Hhhh",Diemskhan
651,"Banjir lagi? Enak banget sih Jakarta nih, dapat berkah melulu. Beruntungnya punya gubernur yg begituan.",Nam
652,"Ketika Risma dianggap mampu tangani banjir Jakarta, tak lama Surabaya kebanjiran 1 meter di jalan protokol. Ketika Risma mengatakan penduduk Jakarta pindah ke Surabaya krn polusi udara, Risma malah kena asma. Semoga  cepat sembuh ya Bu. pic.twitter.com/Sudt7Ocojp",simandjuntak
653,"Ternyata Jomplang, 72,89% Pilih ""Tidak Setuju"" Gubernur Anies digugat.

Ngoaha ha ha Jomplang ,  sebanyak 243 warga Jakarta, yg mengaku sbg korban banjir, menggugat Anies lewat PN Jakarta Pusat. 

Terhasut akun bangsat x makanya #BlokirAkunBangsathttps://www.wartaekonomi.co.id/read267449/anies-digugat-soal-banjir-suara-netizen-ternyata-jomplang-7289-pilih …",t°Jabar
654,Gimana Jakarta g banjir bila POHON AN NYA di tebang. Tanpa Pohon Monas jadi gersang bila Panas. Kecewa banget gw DKI Jakarta punya gubernur ky begono https://twitter.com/WahabisLokal/status/1219194429308686337 …,Atika Maria 😍😘
655,"Alhamdulillah, Sedekah Jumat 17 Januari 2020 amanat sahabat KQ telah disalurkan pada warga korban bencana banjir di Jakarta melalui *Markaz Hadits Baitul Yatim Bilal Bin Rabah, Nusa Loka BSD* 

Jazakumullaah Khairan Katsiraan 

#KalamQalbu
#KalamQalbuSedekah
#YukBerbagipic.twitter.com/YdsTt11kgz",Kalam Qalbu
656,Hujan deras di Jakarta dan sekitarnya pada Selasa (21/1) dini hari menyebabkan banjir di beberapa wilayah. https://kumparan.com/kumparannews/hujan-deras-dini-hari-sebabkan-banjir-di-buaran-dan-kosambi-1sgOjuka4Wn?utm_medium=post&utm_source=Twitter&utm_campaign=int …,kumparan
657,"Banyak yang halu, kalo emang hebat tolong bantu hilangkan banjir Jakarta.",Ndableg
658,"Melalui LAZISNU, @tv9peduli @TV9NUsantara Salurkan Bantuan untuk Warga Terdampak #BanjirJakarta
https://www.nu.or.id/post/read/115719/melalui-lazisnu--tv9-salurkan-bantuan-untuk-warga-terdampak-banjir … lewat @nu_online",Hakim Jayli
659,Proyek Revitalisasi Monas lebih penting dan mendesak dari pada Proyek mengatasi masalah banjir ( apapun istilahnya )  jakarta ??,Johan Dharma
660,"Jakarta gak banjir kok, cmn becek aja",awas jebakan BATMAN (manusia kampret)
661,"Cocok untuk alasan banjir berikutnya. @aniesbaswedan

Pemulung Raih Untung Saat Banjir Jakarta http://cnn.id/467165 ",Yulia N. Sinaga
662,Pemulung Raih Untung Saat Banjir Jakarta https://cnnindonesia.com/nasional/20200121035920-26-467165/pemulung-raih-untung-saat-banjir-jakarta?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …,CNN Indonesia
663,"Asyik akan ada pengumuman rutin setiap jakarta banjir, banjir ga perlu dicegah cukup diumumkan pic.twitter.com/ppEYba524v",BhinbhinAtungKaka
664,Jakarta dari tadi hujan terus! Semisal awet terus sampe nanti sore fix sih bakal banjir lagi,𝙿𝚊𝚢 𝙻𝚊𝚝𝚎𝚛𝚛
665,"Biarkan saja dia, gak usah ambil pusing
Lagi cari muka dia, hilang ditelan banjir jakarta.",Peramal_27
666,"Jakarta Banjir, Dahlan Iskan Soroti Cebong Hingga Kadal Gurun - http://WartaEkonomi.co.id http://dlvr.it/RNQ9h4 ",DAHLAN ISKAN Way
667,"Iya, di jakarta hujan nggak terlalu derespun kalau lama, pasti ada sebagian wilayah yg banjir. Semoga nggak lama, kasihan yg rawan banjir",Mbelgedez-Benz
668,"Ini berkat belanja toa, sehingga banjir menghilang dan warga jakarta bisa menikmati transportasi publik. Terima kasih pak gabener ",Aarde vrede
669,"hanya 27,11% atau 389 responden yang ""Setuju"" Gubernur Anies digugat ke pengadilan atas masalah banjir di ibu kota, sedangkan 1.046 responden lainnya atau 72,89% menjawab ""Tidak Setuju"".
)fakta Komunitas kodok bkn Rakyat Jakarta
#BlokirAkunBangsathttps://m.wartaekonomi.co.id/berita267449/anies-digugat-soal-banjir-suara-netizen-ternyata-jomplang-7289-pilih/2 …",0J36 P4N6K4L4N 🇮🇩( centong nasi )
670,"Rasanya sekarang jadi warga DKI Jakarta selalu was2 kl Hujan. Was2 kl banjir.... 
Om kami di sentiong Johar baru yg selama ini banjir 5 tahunan 2002.2007 dan 2012 krn latuharhari jebol. kini justru baru 3 minggu sudah banjir 3 kali. Gmn ini @PSI_Jakarta . hidup was2_tidak tenang.",Sendal WALI
671,"Kenapa Jakarta banjir?

Gubernurnya gabener 
Masyarakat suka buang sampah ke kali 
Cuacanya enak bgt buat maksiat, dan krn banyak yg maksiat, Jakarta dikasih azab banjir ",VER
672,Jakarta ngapain pake pawang hujan buang ke Bogor kan tetep aja Jakarta yg banjir klo Bogor hujan,༺ ♡ Mandy ♡ ༻
673,"Sampe abis lahh, biar kamar nya kek jakarta, banjir",uvuvwevwevwe onyetenyevwe ugwemubwem ossas
674,"Tanah jakarta sekarang gak strategis karena beberapa hal. Banjir, rencana pemindahan ibu kota, masyarakat yang sangat rasis dan tidak mendukung adanya progresif. Sama seperti unsur investasi lainnya menurutku",billy
675,Semoga Jakarta gak banjir,yulia ulina
676,"Ujan gede, jangan banjir y Jakarta.

Besok w bates terakhir kumpul skripsi. Masa ga kumpul nanti w batal jd sarjana, malu w udah foto pake selempang sarjana di seluruh penjuru kampus ",💕💕💕
677,"Banjir Jakarta tahun 2014
https://m.facebook.com/story.php?story_fbid=10151946330517075&id=561232074 … https://www.facebook.com/561232074/posts/10157115087837075/ …",Lasmana. أبو رزان
678,Menyelamatkan Jakarta dari apa cuy???ada dan gak ada tak akan berbeda jauh. kecuali solusi ngatasi banjir harus cara Mentri PUPR.,Comment
679,Analisis pengaruh banjir jakarta terhadap kenaikan persentase pengunna tiktok.,Gunawan Indrajati Nasution
680,Dari jawaban bang karni terlihat sekali bahwa penanganan banjir jakarta sangat cepat.  Wkwk,Tedi Iskandar S.A.F
681,"Ruang Usaha,
Bekas Kafe, 
Pangeran Antasari,
Jakarta selatan ,
*BEBAS BANJIR*
Luas tanah 679m2, 
L Bangunan 416m2 ,
Luas ASLI 820m2 , 
Kamar Mardi 2, 
Listrik 5500W, 
Tlp. 1 , 
Suratnya SHM , 
air Jet pump ,

Harga… https://www.instagram.com/p/B7jMx80Hega/?igshid=el2npxm0419p …",#Victorr #Sarayar
682,"Kahkahkah... lo ga yakin KUASA ALLAH BISA TERJADI....??

Begini lo bilang ISLAM ???
KEMANA RUKUN IMAN LO ??? 
Kebawa banjir jakarta ?? ",°《Jelata NKRI》°
683,Jakarta kemarin gak ada kiriman banjir...itu hanya hujan di Jakarta..tapi itu antrian air untuk masuk ke tanah nya kurang teratur..jadi agak lama masuk ke tanahnya..tenang kita gak akan nyalahin pemimpin nya..karena kita sadar kapasitas nya..,Pitoe
684,"Pantes depok, gk kena banjir kemarin, orang ya baik baik.
Ehh depok kena gk sih?? Setau saya yang aku baca sih bekasi,bogor,sebagian jakarta aja??",SANAKE
685,Buaaaangeeeettt. Denger-denger ini karena tim bmkg memanipulasi cuaca ya? Kerjasama sama TNI gitu. Denger-dengernya lagi ini biar nggak hujan tiap hari. Kalo tiap hari hujan jakarta bisa banjir lagi. Berarti bisa disimpulkan selanjutnya krn apa ,Bakteri baik
686,"Ini kok pejabat ngomong nya selalu ngawur, tujuan nya sih bela majikan nya karena tidak bisa bekerja dan minta dikasihanin masyarakat Jakarta...! Apa yg mau dikasihanin? Duit Jakarta habis dipake macem2, banjir kian hebat, macet kian parah, jalanan semakin sempit utk jualan..",🕺🏼Yoeyoe
687,"Begitupun dg banjir, jakarta paling tinggi peminatnya. Dg raungan TOA senilai 4 miliyar, makin rame dan membahagiakan warga jakarta. Empat jempol buat warga jakarta",Mbah Win
688,"Pak Ganjar: Pas banjir saya ngirim bantuan kenapa di tolak.?
Anies : Anak buah ku gak bilang bang 
Pak ganjar : Ya udah ndak opo opo penting sing kuwat .
Anies : Kuwat apa nih bang.Ane sdh mulai mual dgn jakarta bang.
Pak Ganjar : Gegara banjir kan.
Anies : Iya bang habis akal.",Boso Mae Lagi # Akun Cadangan @Boso_mae 2
689,"Terungkap, Ini Jalan Keluar Atasi Banjir Jakarta http://dlvr.it/RQ3fg3  #vivanews",Vivanewscom
690,"Meski ada bencana banjir di awal tahun, Honda mengklaim telah mengawali tahun 2020 dengan pertumbuhan penjualan yang positif.

#Banjirjakarta #Honda 

via @detikotohttps://oto.detik.com/mobil/d-4899221/banjir-jakarta-di-awal-tahun-tak-surutkan-jualan-mobil-honda?utm_content=detikoto&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1581667976 …",detikcom
691,"Masalah utama Jakarta itu macet, banjir...ini kok malah beli....Yo wis sekarepmu",Akhmad anwari
692,"posko coffee n resto kota bandung jawa barat
posko ciledug indah
posko cemara
posko cemara menteng
posko do broiler
posko dukcapil
posko donasi banjir jakarta
posko dalam bahasa inggris
posko dinas pemadam kebakaran
posko daihatsu mudik 2019
posko pki di glodok",Sewa Kursi Pijat DKI Info Jual Beli Alat Terapi OK
693," dulu terbukti garong berkeliaran di dki : sumber waras, tanah cengkareng, bus cina rongsokan  transjakarta
Garong jg main2 di dana csr tak beraudit

Yg bombastis itu garong perizinan reklamasi pulau palsu cina di teluk jakarta yg bikin banjir dki permanen

Now, semua hilang",Mainkan#BangsatBangsa🌴🌲🔪
694,Bus transjakarta kalo bisa begini gk usah takut jakarta banjir lagi hehe @PT_Transjakarta @jokowihttps://twitter.com/engineeringvids/status/1228028312527572992 …,Cal Vin
695,Manfaat nya jakarta jd gak macet dan bebas banjir,Sean
696,"Demi Hobby Mewahnya @aniesbaswedan Memksakan Penyelenggaraan Formula E, Sementara Warga DKI Menderita Akibat Banjir. Sejak Dilantik Sampai Detik Belum Ada Solusi Penanggulangan Banjir. 
Apakah Warga DKI Jakarta Butuh Formula E??? 
Hanya FPI, Pa 212 dan GNPF-MUI Yg Bisa Menjwb !!!",Tukang Kayu🔨
697,"Nama nya juga lem aibon, mbulet wae koyo tahu bulet, ...2024? Dih...taktik agama uda gak laku, dia aja jual agama buat Jakarta, eh sebulan banjir 4kali...takbir dahh takbirrr noh di Monas, demo berjulid julid juga bakal gagal kali ini ",Gembul151
698,"Kalo soal banjir dari jaman jokowi ahok udah disorot dunia, Bundaran HI waktu itu parah bngt banjirnya. Tp masa iya mau banjir mulu yg kesorot. Yg bagus2 dari Jkt harus disorot juga, seperti ePrix yg membuktikan jalan raya Jakarta sangat memadai buat balapan taraf internasional.",Ivonne
699,"Masalah utama DKI Jakarta adalah banjir dan macet'bkn kebakaran Om.
harusnya gubernur mencari solusi mengatasi masalah utama.
orang bodoh saja tau mempersempit jln utama akan menambah kemacetan.",Ind-0ne-Sia
700,Jakarta somo banjir ulang,Lou
701,Jakarta mulu dihati yg dengkinya.. tunggu deh.. Pak Jokowi wilayah tugasnya termasuk Jakarta jg ga sih? beliau ga pernah disebut2 jg kalo Jakarta knp.. yakin @sandalista1789 pasti ada arsipan perihal Pak Jokowi katanya kalo berkuasa maka perihal banjir dan macet akan teratasi,Iqbal Mohammed
702,"Dijual Murah Rumah Non Cluster di Jagakarsa Jakarta Selatan

Selling Point :

- Lokasi Aman, Tenang Dan Bebas Banjir
- 8 menit ke Stasiun KRL Lenteng Agung
- Dekat Sarana dan Fasilitas umum
- Akses Jalan 1 Mobil
- +-… https://www.instagram.com/p/B8jXRwtHxhl/?igshid=a4qcwzk49i76 …",Rumaindo
703,"Katanya jakarta keras, tapi kenapa ngga jadi lunak padal udah di tetesin ujan banyak, sampe banjir malah. Eheheh",starley
704,"Bayangin kalau anggaran buat formula E 1,6T, dipakai buat nambahin beli pompa untuk pengendalian banjir, gue yakin Jakarta bakal ga sempet banjir saking banyaknya pompa yang nyedot . Bahkan ampe Aniesnya sekalian bisa kesedot kebuang ke laut.",ImAM S.
705,"Ini kok pejabat ngomong nya selalu ngawur, tujuan nya sih bela majikan nya karena tidak bisa bekerja dan minta dikasihanin masyarakat Jakarta...! Apa yg mau dikasihanin? Duit Jakarta habis dipake macem2, banjir kian hebat, macet kian parah, jalanan semakin sempit utk jualan..",🕺🏼Yoeyoe
706,"Begitupun dg banjir, jakarta paling tinggi peminatnya. Dg raungan TOA senilai 4 miliyar, makin rame dan membahagiakan warga jakarta. Empat jempol buat warga jakarta",Mbah Win
707,"Pak Ganjar: Pas banjir saya ngirim bantuan kenapa di tolak.?
Anies : Anak buah ku gak bilang bang 
Pak ganjar : Ya udah ndak opo opo penting sing kuwat .
Anies : Kuwat apa nih bang.Ane sdh mulai mual dgn jakarta bang.
Pak Ganjar : Gegara banjir kan.
Anies : Iya bang habis akal.",Boso Mae Lagi # Akun Cadangan @Boso_mae 2
708,"Terungkap, Ini Jalan Keluar Atasi Banjir Jakarta http://dlvr.it/RQ3fg3  #vivanews",Vivanewscom
709,"Meski ada bencana banjir di awal tahun, Honda mengklaim telah mengawali tahun 2020 dengan pertumbuhan penjualan yang positif.

#Banjirjakarta #Honda 

via @detikotohttps://oto.detik.com/mobil/d-4899221/banjir-jakarta-di-awal-tahun-tak-surutkan-jualan-mobil-honda?utm_content=detikoto&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1581667976 …",detikcom
710,"Masalah utama Jakarta itu macet, banjir...ini kok malah beli....Yo wis sekarepmu",Akhmad anwari
711,"posko coffee n resto kota bandung jawa barat
posko ciledug indah
posko cemara
posko cemara menteng
posko do broiler
posko dukcapil
posko donasi banjir jakarta
posko dalam bahasa inggris
posko dinas pemadam kebakaran
posko daihatsu mudik 2019
posko pki di glodok",Sewa Kursi Pijat DKI Info Jual Beli Alat Terapi OK
712," dulu terbukti garong berkeliaran di dki : sumber waras, tanah cengkareng, bus cina rongsokan  transjakarta
Garong jg main2 di dana csr tak beraudit

Yg bombastis itu garong perizinan reklamasi pulau palsu cina di teluk jakarta yg bikin banjir dki permanen

Now, semua hilang",Mainkan#BangsatBangsa🌴🌲🔪
713,Bus transjakarta kalo bisa begini gk usah takut jakarta banjir lagi hehe @PT_Transjakarta @jokowihttps://twitter.com/engineeringvids/status/1228028312527572992 …,Cal Vin
714,Manfaat nya jakarta jd gak macet dan bebas banjir,Sean
715,"Demi Hobby Mewahnya @aniesbaswedan Memksakan Penyelenggaraan Formula E, Sementara Warga DKI Menderita Akibat Banjir. Sejak Dilantik Sampai Detik Belum Ada Solusi Penanggulangan Banjir. 
Apakah Warga DKI Jakarta Butuh Formula E??? 
Hanya FPI, Pa 212 dan GNPF-MUI Yg Bisa Menjwb !!!",Tukang Kayu🔨
716,"Nama nya juga lem aibon, mbulet wae koyo tahu bulet, ...2024? Dih...taktik agama uda gak laku, dia aja jual agama buat Jakarta, eh sebulan banjir 4kali...takbir dahh takbirrr noh di Monas, demo berjulid julid juga bakal gagal kali ini ",Gembul151
717,"Kalo soal banjir dari jaman jokowi ahok udah disorot dunia, Bundaran HI waktu itu parah bngt banjirnya. Tp masa iya mau banjir mulu yg kesorot. Yg bagus2 dari Jkt harus disorot juga, seperti ePrix yg membuktikan jalan raya Jakarta sangat memadai buat balapan taraf internasional.",Ivonne
718,"Masalah utama DKI Jakarta adalah banjir dan macet'bkn kebakaran Om.
harusnya gubernur mencari solusi mengatasi masalah utama.
orang bodoh saja tau mempersempit jln utama akan menambah kemacetan.",Ind-0ne-Sia
719,Jakarta somo banjir ulang,Lou
720,Jakarta mulu dihati yg dengkinya.. tunggu deh.. Pak Jokowi wilayah tugasnya termasuk Jakarta jg ga sih? beliau ga pernah disebut2 jg kalo Jakarta knp.. yakin @sandalista1789 pasti ada arsipan perihal Pak Jokowi katanya kalo berkuasa maka perihal banjir dan macet akan teratasi,Iqbal Mohammed
721,"Dijual Murah Rumah Non Cluster di Jagakarsa Jakarta Selatan

Selling Point :

- Lokasi Aman, Tenang Dan Bebas Banjir
- 8 menit ke Stasiun KRL Lenteng Agung
- Dekat Sarana dan Fasilitas umum
- Akses Jalan 1 Mobil
- +-… https://www.instagram.com/p/B8jXRwtHxhl/?igshid=a4qcwzk49i76 …",Rumaindo
722,"Katanya jakarta keras, tapi kenapa ngga jadi lunak padal udah di tetesin ujan banyak, sampe banjir malah. Eheheh",starley
